date,crime_type,state
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BURGLARY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2020,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,BURGLARY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
08-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
07-2023,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,BATTERY,Illinois
09-2023,NARCOTICS,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,ROBBERY,Illinois
09-2023,ROBBERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,BURGLARY,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,ROBBERY,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,WEAPONS VIOLATION,Illinois
12-2022,ARSON,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ROBBERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ROBBERY,Illinois
12-2020,THEFT,Illinois
08-2023,BURGLARY,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
08-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
07-2023,THEFT,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,NARCOTICS,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,SEX OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,ROBBERY,Illinois
09-2023,THEFT,Illinois
09-2023,NARCOTICS,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2020,OTHER OFFENSE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
08-2023,ASSAULT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
05-2022,THEFT,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,BURGLARY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
08-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,THEFT,Illinois
08-2023,THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
08-2023,MOTOR VEHICLE THEFT,Illinois
06-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
08-2020,PUBLIC PEACE VIOLATION,Illinois
09-2023,THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
02-2023,DECEPTIVE PRACTICE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
02-2023,DECEPTIVE PRACTICE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BURGLARY,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ASSAULT,Illinois
08-2023,CRIMINAL TRESPASS,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,BURGLARY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ROBBERY,Illinois
09-2023,BURGLARY,Illinois
09-2023,BURGLARY,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,BURGLARY,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
08-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,ASSAULT,Illinois
03-2017,DECEPTIVE PRACTICE,Illinois
09-2023,BURGLARY,Illinois
09-2023,KIDNAPPING,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
08-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,ROBBERY,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,PROSTITUTION,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,INTERFERENCE WITH PUBLIC OFFICER,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,SEX OFFENSE,Illinois
09-2023,HOMICIDE,Illinois
07-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ASSAULT,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,ASSAULT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
08-2023,THEFT,Illinois
09-2023,BURGLARY,Illinois
09-2023,ASSAULT,Illinois
09-2023,BURGLARY,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
10-2020,OTHER OFFENSE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
02-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,NARCOTICS,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
08-2023,DECEPTIVE PRACTICE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
02-2016,DECEPTIVE PRACTICE,Illinois
07-2023,DECEPTIVE PRACTICE,Illinois
09-2023,ROBBERY,Illinois
09-2023,BATTERY,Illinois
09-2023,BURGLARY,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
08-2023,OTHER OFFENSE,Illinois
09-2023,BURGLARY,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,BURGLARY,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
07-2017,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
03-2023,DECEPTIVE PRACTICE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,BURGLARY,Illinois
08-2016,OTHER OFFENSE,Illinois
01-2019,DECEPTIVE PRACTICE,Illinois
12-2017,THEFT,Illinois
06-2019,DECEPTIVE PRACTICE,Illinois
02-2020,THEFT,Illinois
10-2019,THEFT,Illinois
09-2020,ASSAULT,Illinois
09-2020,BURGLARY,Illinois
05-2019,THEFT,Illinois
08-2018,OTHER OFFENSE,Illinois
02-2020,BATTERY,Illinois
11-2015,THEFT,Illinois
10-2021,DECEPTIVE PRACTICE,Illinois
06-2012,DECEPTIVE PRACTICE,Illinois
10-2019,MOTOR VEHICLE THEFT,Illinois
01-2020,DECEPTIVE PRACTICE,Illinois
01-2017,DECEPTIVE PRACTICE,Illinois
10-2019,ASSAULT,Illinois
06-2020,THEFT,Illinois
01-2017,DECEPTIVE PRACTICE,Illinois
03-2020,WEAPONS VIOLATION,Illinois
07-2005,NARCOTICS,Illinois
07-2005,CRIMINAL DAMAGE,Illinois
06-2019,ASSAULT,Illinois
08-2005,BATTERY,Illinois
09-2018,ASSAULT,Illinois
01-2022,BATTERY,Illinois
01-2022,BATTERY,Illinois
01-2022,BATTERY,Illinois
02-2022,BATTERY,Illinois
02-2022,BATTERY,Illinois
07-2022,OFFENSE INVOLVING CHILDREN,Illinois
08-2015,OFFENSE INVOLVING CHILDREN,Illinois
07-2022,OFFENSE INVOLVING CHILDREN,Illinois
07-2022,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL SEXUAL ASSAULT,Illinois
09-2023,OTHER OFFENSE,Illinois
06-2022,CRIMINAL SEXUAL ASSAULT,Illinois
03-2023,CRIMINAL SEXUAL ASSAULT,Illinois
09-2018,OFFENSE INVOLVING CHILDREN,Illinois
06-2023,CRIMINAL SEXUAL ASSAULT,Illinois
07-2023,BATTERY,Illinois
07-2023,BATTERY,Illinois
05-2017,OFFENSE INVOLVING CHILDREN,Illinois
08-2023,THEFT,Illinois
08-2023,OTHER OFFENSE,Illinois
08-2023,CRIMINAL DAMAGE,Illinois
08-2023,OTHER OFFENSE,Illinois
09-2023,ROBBERY,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
10-2022,CRIMINAL SEXUAL ASSAULT,Illinois
08-2023,THEFT,Illinois
08-2023,CRIMINAL SEXUAL ASSAULT,Illinois
12-2022,BATTERY,Illinois
06-2005,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
07-2023,ROBBERY,Illinois
08-2023,THEFT,Illinois
09-2023,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,LIQUOR LAW VIOLATION,Illinois
05-2023,DECEPTIVE PRACTICE,Illinois
08-2005,CRIMINAL DAMAGE,Illinois
07-2005,BATTERY,Illinois
10-2018,THEFT,Illinois
08-2023,HOMICIDE,Illinois
03-2005,ROBBERY,Illinois
03-2005,ROBBERY,Illinois
09-2020,BATTERY,Illinois
03-2005,ROBBERY,Illinois
04-2005,ROBBERY,Illinois
04-2005,ROBBERY,Illinois
10-2005,ROBBERY,Illinois
12-2005,ROBBERY,Illinois
04-2011,BATTERY,Illinois
05-2001,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
08-2023,ASSAULT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
10-2016,SEX OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,BATTERY,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,THEFT,Illinois
02-2013,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,ASSAULT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,HOMICIDE,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,CRIMINAL SEXUAL ASSAULT,Illinois
09-2023,ASSAULT,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
07-2005,THEFT,Illinois
08-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,OTHER OFFENSE,Illinois
08-2023,DECEPTIVE PRACTICE,Illinois
09-2023,ASSAULT,Illinois
08-2023,DECEPTIVE PRACTICE,Illinois
02-2022,DECEPTIVE PRACTICE,Illinois
09-2023,ASSAULT,Illinois
09-2023,ASSAULT,Illinois
09-2023,OTHER OFFENSE,Illinois
08-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
05-2023,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,ROBBERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
10-2018,NARCOTICS,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
12-2018,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,ROBBERY,Illinois
09-2023,BATTERY,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,BURGLARY,Illinois
09-2023,ASSAULT,Illinois
07-2005,THEFT,Illinois
09-2023,BURGLARY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
08-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,ASSAULT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
05-2005,OTHER OFFENSE,Illinois
09-2023,ASSAULT,Illinois
08-2023,OTHER OFFENSE,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,ROBBERY,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ASSAULT,Illinois
09-2023,THEFT,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
07-2023,CRIMINAL SEXUAL ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
07-2008,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,ROBBERY,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
08-2023,DECEPTIVE PRACTICE,Illinois
06-2005,BATTERY,Illinois
07-2005,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ASSAULT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
09-2023,SEX OFFENSE,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,ASSAULT,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
06-2005,BATTERY,Illinois
09-2023,NARCOTICS,Illinois
04-2016,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,NARCOTICS,Illinois
09-2023,ASSAULT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,NARCOTICS,Illinois
09-2023,THEFT,Illinois
02-2023,SEX OFFENSE,Illinois
07-2021,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,SEX OFFENSE,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
08-2020,THEFT,Illinois
09-2023,NARCOTICS,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,OTHER OFFENSE,Illinois
08-2023,THEFT,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
07-2023,OFFENSE INVOLVING CHILDREN,Illinois
08-2023,THEFT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,ASSAULT,Illinois
09-2023,ASSAULT,Illinois
09-2023,ROBBERY,Illinois
01-2018,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,NARCOTICS,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,THEFT,Illinois
08-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,ROBBERY,Illinois
07-2020,ROBBERY,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ROBBERY,Illinois
09-2023,BATTERY,Illinois
09-2023,ROBBERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,WEAPONS VIOLATION,Illinois
09-2023,BATTERY,Illinois
09-2023,ARSON,Illinois
07-2020,CRIMINAL DAMAGE,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
08-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,ROBBERY,Illinois
06-2023,SEX OFFENSE,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
08-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,ASSAULT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,SEX OFFENSE,Illinois
09-2023,BATTERY,Illinois
01-2016,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
12-2020,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
08-2021,DECEPTIVE PRACTICE,Illinois
09-2023,BATTERY,Illinois
09-2023,ROBBERY,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,ASSAULT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,ASSAULT,Illinois
09-2023,WEAPONS VIOLATION,Illinois
01-2016,OTHER OFFENSE,Illinois
09-2023,ROBBERY,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,CRIMINAL TRESPASS,Illinois
09-2023,THEFT,Illinois
08-2020,DECEPTIVE PRACTICE,Illinois
08-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,OFFENSE INVOLVING CHILDREN,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
04-2020,NARCOTICS,Illinois
09-2023,THEFT,Illinois
07-2020,THEFT,Illinois
09-2023,LIQUOR LAW VIOLATION,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,DECEPTIVE PRACTICE,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,ASSAULT,Illinois
08-2020,BATTERY,Illinois
09-2023,OTHER OFFENSE,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,THEFT,Illinois
09-2023,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,NARCOTICS,Illinois
05-2020,MOTOR VEHICLE THEFT,Illinois
09-2023,BATTERY,Illinois
09-2023,CRIMINAL DAMAGE,Illinois
09-2023,BATTERY,Illinois
