DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA ,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
100214579,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,1330,2,Rampart,212,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0432 1814 2000,25,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont,930.0,,,,500 N  HOOVER                       ST,,34.0796,-118.2844
100214580,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,1200,2,Rampart,299,1,310,BURGLARY,0321 0344 1209 1402 1602,36,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,998.0,,,1600    OAK                          ST,,34.0399,-118.2755
100214581,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,1700,2,Rampart,218,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,1100    ECHO PARK                    AV,,34.0748,-118.2586
100214582,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,1940,2,Rampart,219,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0104 0325,0,M,H,403.0,DRUG STORE,,,IC,Invest Cont,442.0,,,,1000 W  SUNSET                       BL,,34.0641,-118.248
100214583,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,930,2,Rampart,249,2,624,BATTERY - SIMPLE ASSAULT,0416 1822,38,M,H,203.0,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,1000    WILSHIRE                     BL,,34.0515,-118.2615
100214584,07/13/2010 12:00:00 AM,06/21/2010 12:00:00 AM,1200,2,Rampart,237,2,354,THEFT OF IDENTITY,0377,57,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354.0,,,,200    LUCAS                        AV,,34.0609,-118.26
100214585,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,700,2,Rampart,202,1,310,BURGLARY,0344 0352 1601 1822,48,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310.0,,,,4400    LOCKWOOD                     AV,,34.0887,-118.2893
100214587,07/13/2010 12:00:00 AM,07/08/2010 12:00:00 AM,1900,2,Rampart,235,1,310,BURGLARY,0344 0358 1607 1822,31,M,O,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,200 N  CORONADO                     ST,,34.0706,-118.2749
100214588,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,2100,2,Rampart,265,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0319 0342 0416 0411 0417 0906 0913 1309 1313 1809,19,M,H,102.0,SIDEWALK,210.0,RAZOR BLADE,AA,Adult Arrest,230.0,,,,800 S  BONNIE BRAE                  ST,,34.0539,-118.2756
100214589,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,1500,2,Rampart,256,1,210,ROBBERY,0104 0325 0342 0906 1402,0,M,W,405.0,CLOTHING STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210.0,,,,1600    WILSHIRE                     BL,,34.0554,-118.2702
100214591,07/14/2010 12:00:00 AM,07/13/2010 12:00:00 AM,2325,2,Rampart,265,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,8TH,ALVARADO,34.0549,-118.2778
100214592,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,55,2,Rampart,256,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,46,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,1700 W  6TH                          ST,,34.0573,-118.2699
100214593,07/14/2010 12:00:00 AM,07/13/2010 12:00:00 AM,2350,2,Rampart,233,1,210,ROBBERY,0337 0342 0344 0420 0444 0906 1309 1313 1822,30,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,210.0,,,,2ND                          ST,LAFAYETTE PARK               PL,34.0692,-118.2792
100214594,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,5,2,Rampart,275,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0319 0408 0421 0432 0906 1241 1243 2000,26,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626.0,,,,900 S  BONNIE BRAE                  ST,,34.0524,-118.2765
100214597,07/13/2010 12:00:00 AM,07/13/2010 12:00:00 AM,940,2,Rampart,261,1,350,"THEFT, PERSON",0344 0346 0352 1221,18,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,,,,7TH                          ST,PARK VIEW,34.0582,-118.2805
100214598,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,210,2,Rampart,216,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0342 1307 1609,43,F,O,121.0,YARD (RESIDENTIAL/BUSINESS),,,IC,Invest Cont,745.0,,,,1000    CORONADO                     TR,,34.0777,-118.2688
100214605,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,345,2,Rampart,235,2,624,BATTERY - SIMPLE ASSAULT,0416 0432 0913 1607,27,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,888.0,,,300 N  ALVARADO                     ST,,34.0693,-118.2687
100214607,07/13/2010 12:00:00 AM,07/07/2010 12:00:00 AM,2100,2,Rampart,261,1,121,"RAPE, FORCIBLE",0400 0432 0527 0522,30,F,B,505.0,MOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121.0,,,,7TH                          ST,CORONADO                     ST,34.059,-118.2824
100214616,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,1125,2,Rampart,299,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 2000,25,F,B,710.0,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,1000 W  18TH                         ST,,34.0388,-118.2786
100214618,07/14/2010 12:00:00 AM,06/20/2010 12:00:00 AM,1200,2,Rampart,295,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101.0,STREET,,,IC,Invest Cont,420.0,,,,1400    CONSTANCE                    ST,,34.0435,-118.2789
100214621,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,30,2,Rampart,204,1,310,BURGLARY,0344 1601,55,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310.0,,,,600    MALTMAN                      AV,,34.0802,-118.2832
100214622,07/14/2010 12:00:00 AM,03/01/2010 12:00:00 AM,1,2,Rampart,256,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344,30,F,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,440.0,,,,1900    WILSHIRE                     BL,,34.0569,-118.2736
100214623,07/14/2010 12:00:00 AM,02/08/2010 12:00:00 AM,2200,2,Rampart,238,1,330,BURGLARY FROM VEHICLE,0344 1607,55,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,DOUGLAS                      AV,TEMPLE                       ST,34.0673,-118.2566
100214627,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,1100,2,Rampart,203,2,946,OTHER MISCELLANEOUS CRIME,1501,9,M,O,102.0,SIDEWALK,,,IC,Invest Cont,946.0,,,,4200    NORMAL                       AV,,34.0867,-118.2869
100214628,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,1330,2,Rampart,265,1,210,ROBBERY,0112 0344 0420 0432 1822,28,M,H,101.0,STREET,511.0,VERBAL THREAT,IC,Invest Cont,210.0,,,,800 S  BONNIE BRAE                  ST,,34.0539,-118.2756
100214634,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,2120,2,Rampart,212,2,624,BATTERY - SIMPLE ASSAULT,0416 1241 2000,27,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400 N  VIRGIL                       AV,,34.0777,-118.2868
100214637,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,1800,2,Rampart,246,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0552 1251 1259,16,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301.0,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,627.0,,,,500 S  WESTLAKE                     AV,,34.0598,-118.2731
100214638,07/15/2010 12:00:00 AM,07/13/2010 12:00:00 AM,2300,2,Rampart,233,2,354,THEFT OF IDENTITY,0100 0929 1822,51,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,100 N  CORONADO                     ST,,34.0691,-118.2759
100214644,07/15/2010 12:00:00 AM,07/14/2010 12:00:00 AM,2300,2,Rampart,246,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,MARYLAND,WESTLAKE                     AV,34.0607,-118.2725
100214647,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,2015,2,Rampart,247,2,624,BATTERY - SIMPLE ASSAULT,0416 0443 0432 1251,19,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,6TH                          ST,BURLINGTON,34.0579,-118.2711
100214648,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,2200,2,Rampart,216,2,624,BATTERY - SIMPLE ASSAULT,0416 0432 0603,48,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400    CORONADO                     TR,,34.072,-118.2722
100214649,07/14/2010 12:00:00 AM,07/14/2010 12:00:00 AM,1950,2,Rampart,236,1,320,"BURGLARY, ATTEMPTED",0314 0371 0906,52,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,320.0,933.0,,,200 S  BONNIE BRAE                  ST,,34.0644,-118.2686
100214651,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,100,2,Rampart,269,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0319 0329 1309 1307,36,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745.0,,,,8TH                          ST,UNION                        AV,34.0523,-118.2722
100214652,07/15/2010 12:00:00 AM,07/14/2010 12:00:00 AM,1830,2,Rampart,269,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,700    WITMER                       ST,,34.0524,-118.2678
100214653,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,205,2,Rampart,248,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1814,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,745.0,,,,400    WITMER                       ST,,34.0576,-118.2644
100214654,07/14/2010 12:00:00 AM,07/11/2010 12:00:00 AM,1800,2,Rampart,211,2,434,FALSE IMPRISONMENT,0416 0444 1814 2000,22,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,434.0,,,,600 N  BERENDO                      ST,,34.0818,-118.2941
100214655,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,330,2,Rampart,235,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,22,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",302.0,BLUNT INSTRUMENT,AO,Adult Other,745.0,,,,200 S  LAKE                         ST,,34.0663,-118.2719
100214656,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,410,2,Rampart,265,2,946,OTHER MISCELLANEOUS CRIME,0344,40,M,H,101.0,STREET,,,AO,Adult Other,946.0,,,,ALVARADO                     ST,JAMES M WOOD,34.0534,-118.2788
100214659,07/13/2010 12:00:00 AM,01/15/2010 12:00:00 AM,800,2,Rampart,212,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1501,0,M,X,710.0,OTHER PREMISE,,,IC,Invest Cont,341.0,,,,600 N  MADISON                      AV,,34.0818,-118.2892
100214666,07/15/2010 12:00:00 AM,07/08/2010 12:00:00 AM,1000,2,Rampart,216,2,354,THEFT OF IDENTITY,0100 0120,59,M,H,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,400 N  CORONADO                     ST,,34.0732,-118.2728
100214667,07/15/2010 12:00:00 AM,07/14/2010 12:00:00 AM,1300,2,Rampart,204,2,354,THEFT OF IDENTITY,0100 0120,48,F,W,203.0,OTHER BUSINESS,,,IC,Invest Cont,354.0,,,,900    MANZANITA                    ST,,34.0884,-118.2842
100214669,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1100,2,Rampart,257,2,624,BATTERY - SIMPLE ASSAULT,0400 0913,25,F,B,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,600    WITMER                       ST,,34.0555,-118.2655
100214670,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1100,2,Rampart,257,2,624,BATTERY - SIMPLE ASSAULT,0416 0913,37,F,B,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,600    WITMER                       ST,,34.0555,-118.2655
100214671,07/15/2010 12:00:00 AM,07/10/2010 12:00:00 AM,1300,2,Rampart,201,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,44,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,1000 N  MARIPOSA                     AV,,34.0891,-118.2992
100214672,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1200,2,Rampart,216,2,624,BATTERY - SIMPLE ASSAULT,0416 0444 1216 1243 2000,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,400    CORONADO                     TR,,34.072,-118.2722
100214673,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1100,2,Rampart,249,1,330,BURGLARY FROM VEHICLE,0344 1609,56,F,W,101.0,STREET,,,AO,Adult Other,330.0,,,,6TH                          ST,BIXEL                        ST,34.054,-118.262
100214674,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1435,2,Rampart,201,2,624,BATTERY - SIMPLE ASSAULT,0416 2000,23,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1000 N  MARIPOSA                     AV,,34.0891,-118.2992
100214680,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1605,2,Rampart,279,2,946,OTHER MISCELLANEOUS CRIME,0344,0,M,H,102.0,SIDEWALK,,,AO,Adult Other,946.0,,,,OLYMPIC                      BL,UNION                        AV,34.0492,-118.2742
100214681,07/15/2010 12:00:00 AM,06/15/2010 12:00:00 AM,2100,2,Rampart,215,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745.0,,,,300 N  RENO                         ST,,34.0745,-118.2793
100214755,07/17/2010 12:00:00 AM,05/01/2010 12:00:00 AM,1200,2,Rampart,221,2,354,THEFT OF IDENTITY,0100,52,M,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354.0,,,,400 N  NORMANDIE                    AV,,34.0777,-118.3004
100214692,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1900,2,Rampart,269,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0429 0444 1243 2000,25,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,626.0,,,,1200 W  7TH                          ST,,34.0515,-118.2658
100214693,07/16/2010 12:00:00 AM,07/15/2010 12:00:00 AM,2130,2,Rampart,248,1,220,ATTEMPTED ROBBERY,0337 0370 0443 0432 1218,23,M,H,102.0,SIDEWALK,511.0,VERBAL THREAT,AO,Adult Other,220.0,,,,6TH                          ST,WITMER,34.0555,-118.2656
100214697,07/16/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1500,2,Rampart,248,2,860,BATTERY WITH SEXUAL CONTACT,0432 0509 1260,55,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,860.0,,,,300    LOMA                         DR,,34.0599,-118.2655
100214698,07/16/2010 12:00:00 AM,07/15/2010 12:00:00 AM,2145,2,Rampart,216,2,624,BATTERY - SIMPLE ASSAULT,0334 0416 1309 1814 2000,22,M,H,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624.0,,,,600    CORONADO                     TR,,34.0746,-118.2707
100214702,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,400,2,Rampart,245,1,350,"THEFT, PERSON",0344 0416 1309,41,M,W,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350.0,624.0,946.0,,WILSHIRE                     BL,CORONADO                     ST,34.0605,-118.2814
100214704,07/16/2010 12:00:00 AM,07/15/2010 12:00:00 AM,2210,2,Rampart,217,2,624,BATTERY - SIMPLE ASSAULT,0429 0444 1202,63,M,W,701.0,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,UNION,TEMPLE,34.0687,-118.2632
100214705,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,302,2,Rampart,269,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0411 0906 1402,0,,,102.0,SIDEWALK,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230.0,998.0,,,JAMES M WOOD,BEACON                       AV,34.0514,-118.2743
100214706,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1530,2,Rampart,281,2,900,VIOLATION OF COURT ORDER,1501 1813 2000,25,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,900.0,,,,1200 S  WESTLAKE                     AV,,34.0482,-118.2804
100214707,07/16/2010 12:00:00 AM,07/14/2010 12:00:00 AM,2000,2,Rampart,212,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,500 N  JUANITA                      AV,,34.0799,-118.2904
100214709,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,100,2,Rampart,211,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0334 0342 0371 0432 0906 1100,24,M,H,101.0,STREET,102.0,HAND GUN,IC,Invest Cont,230.0,,,,500 N  ALEXANDRIA                   AV,,34.079,-118.298
100214710,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,910,2,Rampart,285,1,210,ROBBERY,0344 0345 0352 0371 0432 0906,26,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,UNION,12TH                         ST,34.0462,-118.276
100214713,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,2100,2,Rampart,256,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,8,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627.0,,,,600 S  UNION                        AV,,34.057,-118.2691
100214716,07/15/2010 12:00:00 AM,07/07/2010 12:00:00 AM,2300,2,Rampart,281,2,649,DOCUMENT FORGERY / STOLEN FELONY,0100 0923,31,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,649.0,,,,1200 S  HOOVER                       ST,,34.0492,-118.2842
100214717,07/15/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1545,2,Rampart,279,1,330,BURGLARY FROM VEHICLE,0344 1607,32,M,O,101.0,STREET,,,IC,Invest Cont,330.0,,,,BLAINE,OLYMPIC                      BL,34.0473,-118.27
100214718,07/16/2010 12:00:00 AM,07/14/2010 12:00:00 AM,1600,2,Rampart,245,1,510,VEHICLE - STOLEN,,0,,,101.0,STREET,,,IC,Invest Cont,510.0,,,,4TH                          ST,W  GRANDVIEW                    ST,34.061,-118.2775
100214724,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,2230,2,Rampart,221,2,624,BATTERY - SIMPLE ASSAULT,0416 1206,34,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,HELIOTROPE,BEVERLY                      BL,34.0763,-118.2956
100214726,07/17/2010 12:00:00 AM,07/16/2010 12:00:00 AM,2330,2,Rampart,236,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0334 0342 0400 0416 0411 0906 1251,15,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230.0,,,,MIRAMAR,ALVARADO,34.0639,-118.2721
100214728,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,1100,2,Rampart,279,1,351,PURSE SNATCHING,0305 0346 0344 0377 0400 1202,65,F,K,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,351.0,,,,UNION,OLYMPIC,34.0492,-118.2742
100214729,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,230,2,Rampart,235,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 0429 1814 2000,30,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,200 S  CORONADO                     ST,,34.0679,-118.2766
100214730,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,100,2,Rampart,261,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0408 0416 1241 2000 2002,27,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626.0,,,,800    GRAND VIEW                   ST,,34.0559,-118.28
100214734,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,447,2,Rampart,237,1,310,BURGLARY,0344 1402 1607,0,M,O,721.0,HIGH SCHOOL,,,AA,Adult Arrest,310.0,998.0,,,1500 W  2ND                          ST,,34.061,-118.2615
100214742,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,450,2,Rampart,261,1,210,ROBBERY,0344 0355 1309,42,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,CARONDELET,7TH                          ST,34.0568,-118.2821
100214743,07/16/2010 12:00:00 AM,07/15/2010 12:00:00 AM,1900,2,Rampart,279,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,42,F,K,122.0,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740.0,,,,1500 W  OLYMPIC                      BL,,34.0484,-118.2724
100214744,07/17/2010 12:00:00 AM,07/17/2010 12:00:00 AM,200,2,Rampart,251,1,210,ROBBERY,0337 0344 0416,51,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210.0,,,,7TH,RAMPART,34.0594,-118.2833
100214747,07/17/2010 12:00:00 AM,07/15/2010 12:00:00 AM,100,2,Rampart,285,2,624,BATTERY - SIMPLE ASSAULT,0408 0603,45,F,O,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624.0,,,,1800 W  12TH                         PL,,34.0465,-118.2787
100214748,07/16/2010 12:00:00 AM,07/14/2010 12:00:00 AM,2100,2,Rampart,202,1,330,BURGLARY FROM VEHICLE,0344 1607,25,M,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,4400    BURNS                        AV,,34.0877,-118.2893
100214752,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,1915,2,Rampart,265,2,624,BATTERY - SIMPLE ASSAULT,0369 0416 0421,27,M,H,210.0,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624.0,,,,700 S  ALVARADO                     ST,,34.0565,-118.2768
100214756,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,2300,2,Rampart,205,2,888,TRESPASSING,0344 0416 1243 1601 2000,25,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont,888.0,999.0,,,600 N  RAMPART                      BL,,34.0755,-118.2727
100214757,07/16/2010 12:00:00 AM,03/11/2010 12:00:00 AM,1600,2,Rampart,236,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0352 1202 1221,64,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,341.0,,,,100 S  MOUNTAIN VIEW                AV,,34.0664,-118.2697
100214760,07/16/2010 12:00:00 AM,07/16/2010 12:00:00 AM,2130,2,Rampart,249,1,350,"THEFT, PERSON",0344,62,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,350.0,,,,1300    MARYLAND                     ST,,34.0558,-118.2609
100214761,07/16/2010 12:00:00 AM,07/12/2010 12:00:00 AM,1600,2,Rampart,216,1,330,BURGLARY FROM VEHICLE,0344 1607,38,F,H,101.0,STREET,,,IC,Invest Cont,330.0,,,,800    MERWIN                       ST,,34.0764,-118.2702
100214762,07/16/2010 12:00:00 AM,07/11/2010 12:00:00 AM,130,2,Rampart,218,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,24,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,341.0,,,,1400    WALLACE                      AV,,34.0721,-118.2546
