Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2019-308935,9739899755,08/19/2019 10:20:00 PM,08/19/2019 10:20:00 PM,08/20/2019 12:13:32 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,B,B3,WALLINGFORD,NE 40TH ST / 4TH AVE NE,-122.32456397,47.65552862
2019-308868,9739890984,08/16/2019 01:00:00 PM,08/18/2019 05:00:00 PM,08/20/2019 12:10:42 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D3,SLU/CASCADE,4XX BLOCK OF BOREN AVE N,-122.335842718,47.62261533
2019-308881,9739825043,08/19/2019 09:32:00 PM,,08/19/2019 10:46:57 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S1,NEW HOLLY,S MORGAN ST / SHAFFER AVE S,-122.294742464,47.54439165
2019-308835,9739822416,08/19/2019 08:33:00 PM,,08/19/2019 10:35:13 PM,B,SOCIETY,"FAMILY OFFENSES, NONVIOLENT","Family Offenses, Nonviolent",90F,S,S,S2,BRIGHTON/DUNLAP,,0.0,0.0
2019-308656,9739842183,08/19/2019 06:28:00 PM,,08/19/2019 10:24:57 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,C,C2,MONTLAKE/PORTAGE BAY,21XX BLOCK OF BOYER AVE E,-122.309501028,47.63896608
2019-308656,9739848591,08/19/2019 06:28:00 PM,,08/19/2019 10:24:57 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C2,MONTLAKE/PORTAGE BAY,21XX BLOCK OF BOYER AVE E,-122.309501028,47.63896608
2019-308792,9739787222,08/19/2019 08:01:58 PM,,08/19/2019 10:02:12 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M1,BELLTOWN,19XX BLOCK OF 3RD AVE,-122.340242172,47.61201358
2019-308792,9739789551,08/19/2019 08:00:33 PM,,08/19/2019 10:02:12 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M1,BELLTOWN,19XX BLOCK OF POST ALY,-122.342391636,47.61034467
2019-308792,9739791243,08/19/2019 08:00:48 PM,,08/19/2019 10:02:12 PM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,W,M,M1,BELLTOWN,19XX BLOCK OF POST ALY,-122.342391636,47.61034467
2019-308770,9739781890,08/19/2019 06:45:00 PM,,08/19/2019 09:53:57 PM,A,PERSON,SEX OFFENSES,Rape,11A,E,G,G2,CENTRAL AREA/SQUIRE PARK,,0.0,0.0
2019-308718,9739749030,08/16/2019 03:46:00 PM,,08/19/2019 09:08:44 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W1,NORTH DELRIDGE,41XX BLOCK OF DELRIDGE WAY SW,-122.363312154,47.56563337
2019-308594,9739746881,08/19/2019 12:00:00 AM,,08/19/2019 09:03:43 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F2,HIGHLAND PARK,86XX BLOCK OF DELRIDGE WAY SW,-122.36047432,47.52559092
2019-308594,9739747918,06/01/2019 12:00:00 AM,,08/19/2019 09:03:43 PM,A,PROPERTY,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SW,F,F2,HIGHLAND PARK,86XX BLOCK OF DELRIDGE WAY SW,-122.36047432,47.52559092
2019-308804,9739726118,08/16/2019 06:00:00 PM,08/19/2019 07:00:00 AM,08/19/2019 08:47:47 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D1,BELLTOWN,30XX BLOCK OF WESTERN AVE,-122.355340792,47.6174183
2019-308448,9739701893,08/19/2019 02:33:00 PM,08/19/2019 06:00:00 PM,08/19/2019 07:55:50 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R3,COLUMBIA CITY,36XX BLOCK OF S EDMUNDS ST,-122.286913708,47.55865955
2019-308587,9739691138,08/13/2019 07:00:00 PM,08/13/2019 11:30:00 PM,08/19/2019 07:48:44 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,UNKNOWN,4XX BLOCK OF N 36TH ST,-122.353942889,47.65212542
2019-308295,9740686837,08/18/2019 08:40:00 PM,08/19/2019 07:00:00 AM,08/19/2019 07:42:17 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,6TH AVE S / S JACKSON ST,-122.326360518,47.59919276
2019-308527,9739634314,08/16/2019 05:38:00 AM,,08/19/2019 07:05:39 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N1,BITTERLAKE,110XX BLOCK OF PHINNEY AVE N,-122.354155691,47.70961828
2019-308465,9739666118,08/18/2019 12:30:00 PM,08/18/2019 12:40:00 PM,08/19/2019 06:35:17 PM,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,N,N,N1,BITTERLAKE,6XX BLOCK OF N 105TH ST,-122.351114106,47.70506866
2019-308701,9739729511,08/19/2019 06:06:00 PM,,08/19/2019 06:32:42 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,G,G1,JUDKINS PARK/NORTH BEACON HILL,12XX BLOCK OF S MAIN ST,-122.315020491,47.60000951
2019-308549,9739595176,08/15/2019 12:00:00 AM,08/19/2019 12:00:00 AM,08/19/2019 06:17:30 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J3,ROOSEVELT/RAVENNA,82XX BLOCK OF GREEN LAKE DR N,-122.343835605,47.68874957
2019-308126,9739584296,08/18/2019 09:30:00 PM,08/19/2019 09:00:00 AM,08/19/2019 06:03:14 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R3,LAKEWOOD/SEWARD PARK,51XX BLOCK OF S LUCILE ST,-122.268952049,47.552618
2019-308557,9739580876,08/19/2019 04:00:00 PM,08/19/2019 04:15:00 PM,08/19/2019 06:03:00 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G2,CENTRAL AREA/SQUIRE PARK,23XX BLOCK OF E CHERRY ST,-122.302123288,47.60800753
2019-308629,9739545397,07/15/2019 12:00:00 PM,08/17/2019 12:00:00 PM,08/19/2019 05:26:29 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,W,W3,MORGAN,45XX BLOCK OF SW FRONTENAC ST,-122.390848379,47.5405536
2019-308574,9739514945,08/18/2019 09:30:00 PM,,08/19/2019 04:50:40 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,3XX BLOCK OF 10TH AVE S,-122.319628796,47.59982872
2019-308325,9739495885,08/19/2019 11:30:00 AM,08/19/2019 11:35:00 AM,08/19/2019 04:28:38 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,NORTH BEACON HILL,10XX BLOCK OF STURGUS AVE S,-122.313535997,47.59311105
2019-308429,9739488130,08/19/2019 02:05:00 PM,,08/19/2019 04:23:53 PM,A,PROPERTY,ROBBERY,Robbery,120,N,J,J3,ROOSEVELT/RAVENNA,4XX BLOCK OF NE RAVENNA BLVD,-122.324450565,47.67816095
2019-308288,9739473466,08/17/2019 02:00:00 PM,,08/19/2019 04:10:41 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,Q,Q3,QUEEN ANNE,2XX BLOCK OF MERCER ST,-122.352139778,47.62457135
2019-307697,9739462971,08/18/2019 11:30:00 AM,08/18/2019 10:00:00 PM,08/19/2019 03:49:32 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,2ND AVE / CLAY ST,-122.350690501,47.61701871
2019-308265,9739443164,08/18/2019 11:00:00 PM,08/19/2019 09:55:00 AM,08/19/2019 03:39:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,9XX BLOCK OF NW 57TH ST,-122.369678375,47.67016565
2019-308280,9739435574,08/17/2019 08:30:00 PM,08/19/2019 11:45:00 AM,08/19/2019 03:17:43 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E1,CAPITOL HILL,6XX BLOCK OF HARVARD AVE E,-122.321982895,47.62469409
2019-308310,9739423772,08/19/2019 12:01:00 PM,08/19/2019 12:18:00 PM,08/19/2019 03:13:10 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,O,O1,SODO,17XX BLOCK OF 6TH AVE S,-122.325972326,47.58720059
2019-308355,9739408178,08/19/2019 12:00:00 PM,08/19/2019 12:30:00 PM,08/19/2019 03:07:08 PM,A,PROPERTY,ROBBERY,Robbery,120,SW,F,F1,PIGEON POINT,46XX BLOCK OF 15TH AVE SW,-122.353905028,47.56121262
2019-308405,9739401435,08/14/2019 12:00:00 AM,08/17/2019 12:00:00 AM,08/19/2019 03:03:31 PM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,L,L3,SANDPOINT,97XX BLOCK OF 49TH AVE NE,-122.275276678,47.70022396
2019-308150,9739399086,08/16/2019 05:30:00 PM,08/17/2019 06:00:00 AM,08/19/2019 02:50:59 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,O,O3,SOUTH BEACON HILL,16XX BLOCK OF S GRAHAM ST,-122.311440226,47.54718178
2019-910709,9739364323,08/19/2019 03:38:00 AM,08/19/2019 03:41:00 AM,08/19/2019 02:31:56 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,140XX BLOCK OF PALATINE AVE N,-122.357060462,47.73145661
2019-910708,9739364076,08/16/2019 06:00:00 PM,08/17/2019 11:00:00 AM,08/19/2019 02:31:45 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,HIGHLAND PARK,84XX BLOCK OF 17TH AVE SW,-122.356415495,47.52739011
2019-910707,9739363904,08/11/2019 12:00:00 PM,08/11/2019 01:24:00 PM,08/19/2019 02:31:35 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,M,M1,DOWNTOWN COMMERCIAL,12XX BLOCK OF ALASKAN WAY,-122.34009267,47.60554493
2019-910704,9739353373,08/17/2019 03:20:00 PM,08/17/2019 05:20:00 PM,08/19/2019 02:21:30 PM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,E,E,E3,FIRST HILL,7XX BLOCK OF BROADWAY,-122.320755793,47.60865749
2019-910703,9739352747,08/14/2019 12:15:00 PM,08/17/2019 12:15:00 PM,08/19/2019 02:21:17 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,16XX BLOCK OF 1ST AVE N,-122.355640847,47.63377334
2019-308383,9739355735,08/16/2019 04:00:00 PM,08/19/2019 01:20:00 PM,08/19/2019 02:17:32 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,9XX BLOCK OF HIAWATHA PL S,-122.308459041,47.59356794
2019-308386,9739355164,08/14/2019 12:00:00 AM,08/19/2019 12:00:00 AM,08/19/2019 02:15:42 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J1,GREENWOOD,NW 92ND ST / 3RD AVE NW,-122.360691243,47.69604524
2019-910702,9739287612,08/19/2019 02:00:00 AM,08/19/2019 05:30:00 AM,08/19/2019 02:11:25 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,34XX BLOCK OF 11TH AVE W,-122.371529589,47.65131722
2019-910701,9739287394,08/18/2019 01:30:00 AM,08/18/2019 08:00:00 AM,08/19/2019 02:11:16 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D3,SLU/CASCADE,5XX BLOCK OF TERRY AVE N,-122.337136959,47.62387613
2019-910699,9739273849,08/18/2019 03:00:00 AM,08/18/2019 03:20:00 AM,08/19/2019 02:01:20 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D1,BELLTOWN,22XX BLOCK OF 1ST AVE,-122.3458631,47.61299081
2019-910696,9739251935,08/19/2019 06:20:00 AM,,08/19/2019 01:41:21 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,84XX BLOCK OF 22ND AVE SW,-122.361814272,47.52738466
2019-308337,9739253724,08/19/2019 12:50:00 PM,08/19/2019 01:44:00 PM,08/19/2019 01:40:24 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,ROOSEVELT/RAVENNA,21XX BLOCK OF NE 88TH ST,-122.305443024,47.69211164
2019-308375,9739262897,07/11/2019 12:00:00 AM,08/19/2019 12:00:00 AM,08/19/2019 01:35:46 PM,A,PROPERTY,FRAUD OFFENSES,Wire Fraud,26E,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,8XX BLOCK OF HIAWATHA PL S,-122.30966889,47.59515308
2019-308264,9739252528,08/19/2019 11:37:00 AM,,08/19/2019 01:34:39 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,47XX BLOCK OF BROOKLYN AVE NE,-122.31422406,47.66400406
2019-910695,9739242444,08/18/2019 11:40:00 PM,08/19/2019 08:00:00 AM,08/19/2019 01:31:34 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,ROOSEVELT/RAVENNA,1XX BLOCK OF NE 92ND ST,-122.327762529,47.69590342
2019-910694,9739242183,08/18/2019 09:25:00 PM,08/19/2019 07:00:00 AM,08/19/2019 01:31:23 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,GREENWOOD,80XX BLOCK OF GREENWOOD AVE N,-122.355299847,47.68730383
2019-910693,9739241991,08/19/2019 03:25:00 AM,08/19/2019 06:25:00 AM,08/19/2019 01:31:15 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALASKA JUNCTION,41XX BLOCK OF 48TH AVE SW,-122.393466811,47.56571129
2019-308226,9739240154,08/19/2019 11:02:00 AM,,08/19/2019 01:27:24 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.26998788,47.52281565
2019-308232,9739276032,08/19/2019 11:05:00 AM,08/19/2019 11:08:00 AM,08/19/2019 01:26:33 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M2,DOWNTOWN COMMERCIAL,15XX BLOCK OF 6TH AVE,-122.334918446,47.61163943
2019-910690,9739231932,08/19/2019 12:00:00 AM,08/19/2019 09:00:00 AM,08/19/2019 01:21:40 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,38XX BLOCK OF 13TH AVE W,-122.37360579,47.65475596
2019-910692,9739231690,08/17/2019 07:54:00 PM,08/17/2019 07:55:00 PM,08/19/2019 01:21:30 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,27XX BLOCK OF 11TH AVE W,-122.371545125,47.64466688
2019-910689,9739222868,08/18/2019 09:35:00 PM,08/19/2019 05:35:00 AM,08/19/2019 01:11:33 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W2,ALKI,38XX BLOCK OF BEACH DR SW,-122.409482113,47.56938155
2019-308272,9739205439,08/16/2019 12:00:00 AM,08/16/2019 03:00:00 PM,08/19/2019 12:52:46 PM,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,N,N,N3,NORTHGATE,16XX BLOCK OF N 105TH ST,-122.338094774,47.70504225
2019-910688,9739200508,08/18/2019 10:30:00 AM,08/18/2019 10:35:00 AM,08/19/2019 12:51:45 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,K,K1,DOWNTOWN COMMERCIAL,ALASKAN WAY / SPRING ST,-122.339090952,47.60448769
2019-910687,9739200433,08/18/2019 12:00:00 AM,08/18/2019 12:15:00 AM,08/19/2019 12:51:43 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,MORGAN,73XX BLOCK OF 39TH AVE SW,-122.381953428,47.53630056
2019-910686,9739200138,08/15/2019 07:00:00 PM,08/17/2019 07:00:00 AM,08/19/2019 12:51:32 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALKI,38XX BLOCK OF 59TH AVE SW,-122.408469343,47.56965457
2019-308124,9739201177,08/09/2019 09:00:00 AM,08/18/2019 09:00:00 AM,08/19/2019 12:48:29 PM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,G,G3,JUDKINS PARK/NORTH BEACON HILL,9XX BLOCK OF HIAWATHA PL S,-122.308459041,47.59356794
2019-910683,9739160498,08/15/2019 05:00:00 PM,08/19/2019 06:50:00 AM,08/19/2019 12:12:08 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,CAPITOL HILL,7XX BLOCK OF 11TH AVE E,-122.31805615,47.62608292
2019-910682,9739160029,08/17/2019 10:00:00 PM,08/18/2019 10:00:00 AM,08/19/2019 12:11:57 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,SPRING ST / 6TH AVE,-122.331342544,47.60773005
2019-910681,9739159817,08/19/2019 12:00:00 AM,08/19/2019 05:20:00 AM,08/19/2019 12:11:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,24XX BLOCK OF 35TH AVE W,-122.402368573,47.64035778
2019-910679,9739159462,08/19/2019 06:50:00 AM,08/19/2019 06:50:00 AM,08/19/2019 12:11:33 PM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,L,L2,ROOSEVELT/RAVENNA,ROOSEVELT WAY NE / NE 81ST ST,-122.317565559,47.68747416
2019-308168,9739161950,08/16/2019 12:00:00 AM,08/16/2019 03:00:00 PM,08/19/2019 12:10:04 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N3,NORTHGATE,16XX BLOCK OF N 105TH ST,-122.338094774,47.70504225
2019-308284,9739171008,08/19/2019 12:00:00 AM,08/19/2019 10:00:00 AM,08/19/2019 12:06:02 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J3,ROOSEVELT/RAVENNA,76XX BLOCK OF LATONA AVE NE,-122.325602742,47.68393196
2019-308185,9739150935,08/19/2019 10:23:00 AM,08/19/2019 10:23:00 AM,08/19/2019 11:59:27 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,E,E,E2,CAPITOL HILL,14XX BLOCK OF BROADWAY,-122.320771381,47.61351951
2019-308109,9739144122,08/19/2019 09:10:00 AM,08/19/2019 09:13:00 AM,08/19/2019 11:52:13 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U2,UNIVERSITY,43XX BLOCK OF UNIVERSITY WAY NE,-122.313149,47.66053224
2019-910675,9739133710,08/18/2019 11:00:00 PM,08/19/2019 07:15:00 AM,08/19/2019 11:51:47 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B2,BALLARD SOUTH,11XX BLOCK OF NW 52ND ST,-122.372176776,47.66642857
2019-910676,9739133466,08/18/2019 05:00:00 PM,08/19/2019 05:30:00 AM,08/19/2019 11:51:33 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,GREENWOOD,N 87TH ST / FREMONT AVE N,-122.349929131,47.69202798
2019-910677,9739133072,08/19/2019 12:30:00 AM,08/19/2019 12:45:00 AM,08/19/2019 11:51:22 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,107XX BLOCK OF 1ST AVE NW,-122.358138347,47.70782196
2019-304496,9739108907,08/15/2019 02:29:00 PM,,08/19/2019 11:23:12 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,26XX BLOCK OF SW BARTON ST,-122.367311993,47.52102758
2019-304100,9739112760,08/16/2019 12:00:00 AM,08/16/2019 11:23:00 AM,08/19/2019 11:21:38 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N1,BITTERLAKE,122XX BLOCK OF PALATINE AVE N,-122.357228868,47.71874244
2019-308182,9739104149,08/19/2019 10:10:00 AM,08/12/2019 10:21:00 AM,08/19/2019 11:13:48 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J1,BALLARD NORTH,15TH AVE NW / HOLMAN RD NW,-122.376585878,47.69314422
2019-910672,9739088488,08/16/2019 07:40:00 PM,08/18/2019 02:00:00 PM,08/19/2019 11:11:15 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B1,BALLARD SOUTH,24XX BLOCK OF NW 58TH ST,-122.388864868,47.67091802
2019-910670,9739078783,08/17/2019 09:00:00 PM,08/17/2019 11:00:00 PM,08/19/2019 11:01:20 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,CHINATOWN/INTERNATIONAL DISTRICT,7TH AVE S / S DEARBORN ST,-122.323763634,47.59583331
2019-910669,9739067821,08/18/2019 02:42:00 AM,08/18/2019 04:18:00 AM,08/19/2019 10:51:28 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,FREMONT,43XX BLOCK OF WOODLAND PARK AVE N,-122.3445772,47.65976709
2019-910667,9739055452,08/17/2019 10:55:00 PM,08/18/2019 04:55:00 PM,08/19/2019 10:41:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,W MERCER ST / 4TH AVE W,-122.361933981,47.62460297
2019-308082,9739065555,08/18/2019 09:45:00 PM,08/19/2019 06:00:00 AM,08/19/2019 10:38:35 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J1,GREENWOOD,97XX BLOCK OF GREENWOOD AVE N,-122.355398356,47.69991552
2019-910666,9739042384,08/17/2019 06:45:00 PM,08/18/2019 12:00:00 AM,08/19/2019 10:31:44 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,S,S,S1,SOUTH BEACON HILL,35XX BLOCK OF S KENYON ST,-122.287062682,47.53161968
2019-910665,9739042312,08/17/2019 07:47:00 PM,08/18/2019 03:55:00 AM,08/19/2019 10:31:42 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,8XX BLOCK OF NE 48TH ST,-122.318967934,47.66401131
2019-910663,9739028080,08/16/2019 01:00:00 PM,08/18/2019 03:40:00 PM,08/19/2019 10:21:33 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S1,MID BEACON HILL,33XX BLOCK OF S JUNEAU ST,-122.290064496,47.54978317
2019-308129,9739040971,08/19/2019 09:30:00 AM,08/19/2019 10:00:00 AM,08/19/2019 10:19:59 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R2,NORTH BEACON HILL,23XX BLOCK OF RAINIER AVE S,-122.301663881,47.58295413
2019-910661,9739015047,08/18/2019 12:30:00 PM,08/18/2019 01:30:00 PM,08/19/2019 10:11:37 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B1,BALLARD SOUTH,NW VERNON PL / LEARY AVE NW,-122.382354178,47.66686332
2019-910660,9739014670,08/08/2019 01:30:00 PM,08/08/2019 05:20:00 PM,08/19/2019 10:11:20 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R3,HILLMAN CITY,54XX BLOCK OF RENTON AVE S,-122.285890708,47.55307563
2019-308031,9738975070,08/11/2019 01:14:00 PM,08/12/2019 09:00:00 AM,08/19/2019 09:37:24 AM,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,S,O,O1,SODO,19XX BLOCK OF 1ST AVE S,-122.334198297,47.58504132
2019-910659,9738958809,08/18/2019 08:25:00 AM,08/18/2019 08:35:00 AM,08/19/2019 09:31:16 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,N,N1,BITTERLAKE,120XX BLOCK OF 8TH AVE NW,-122.366319773,47.71693667
2019-910656,9738948013,07/01/2019 12:00:00 AM,08/16/2019 04:00:00 PM,08/19/2019 09:21:15 AM,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,W,D,D3,SLU/CASCADE,6XX BLOCK OF YALE AVE N,-122.330562149,47.62463779
2019-910655,9738947619,08/17/2019 06:35:00 PM,08/18/2019 01:35:00 AM,08/19/2019 09:21:01 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,NW 43RD ST / 2ND AVE NW,-122.358389168,47.65895473
2019-308007,9738930939,08/11/2019 01:14:00 PM,,08/19/2019 09:00:31 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O1,SODO,19XX BLOCK OF 1ST AVE S,-122.334198297,47.58504132
2019-307995,9739014328,08/19/2019 07:34:00 AM,08/19/2019 07:34:00 AM,08/19/2019 08:45:34 AM,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,N,U,U2,UNIVERSITY,47XX BLOCK OF UNIVERSITY WAY NE,-122.313087963,47.66399625
2019-307980,9738904627,08/17/2019 09:00:00 PM,08/19/2019 12:00:00 AM,08/19/2019 08:39:41 AM,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,Q,Q2,QUEEN ANNE,34XX BLOCK OF 14TH AVE W,-122.374896713,47.65125644
2019-910653,9738885701,08/18/2019 01:00:00 AM,08/18/2019 11:25:00 AM,08/19/2019 08:21:03 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,WESTERN AVE / YESLER WAY,-122.335549401,47.60172226
2019-910652,9738877507,08/17/2019 05:00:00 PM,08/18/2019 10:00:00 AM,08/19/2019 08:11:34 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,8XX BLOCK OF TAYLOR AVE N,-122.346248363,47.6267157
